adult,id,original_language,overview,popularity,release_date,title,video,vote_average,vote_count,genres
False,879041,en,Competitive vegetable growers investigate the theft of prize marrow plants and uncover a tangled conspiracy.,1.766,2024-04-19,Swede Caroline,False,0.0,0,"['Comedy', 'Mystery']"
False,1258132,tl,"A secretly gay, “dude, chong, pare, bro” ends up becoming the crowd favorite of an underground wrestling circuit because of his costume and moniker. Can his underground success help him to be loved by his father?",1.765,2024-05-15,Fuchsia Libre,False,5.0,1,"['Comedy', 'Action']"
False,1208366,pt,"A young actress lives with her alcoholic father. One night, she goes to the theatre for a rehearsal of a melodrama play.",1.765,2024-12-14,If You Call Me Eveline,False,0.0,0,['Drama']
False,1408020,en,"Exclusive access to the Four Seasons Hotel, London, in the run-up to Christmas. Expect festive photoshoots, afternoon teas, Christmas trees and sackfuls of presents.",1.764,2024-12-24,Christmas at the Four Seasons: Park Lane,False,0.0,0,['Documentary']
False,1294765,en,"Follow professional climber Sasha DiGiulian as she rises from child prodigy to a champion sport climber, and ultimately makes her mark by taking her talents to the biggest walls on the planet with a series of bold, first female ascents. Confronting both physical and mental obstacles head on, Sasha charts her own course in a sport where a path didn’t exist, enabling her passion to become a viable profession.",1.764,2024-06-17,Here to Climb,False,6.0,1,['Documentary']
False,1289708,ko,"Explore the mesmerizing world of whales, the ocean’s majestic rulers, through vivid footage from 20 nations. On this journey, whales show their incredible ability to traverse halfway around the earth and to dive to great depth in a single breath. Yet, amidst their splendor lies a shocking truth about our planet. What is their final call to protect our future?",1.764,2024-10-30,Whales and I,False,0.0,0,['Documentary']
False,1271716,en,"When a young Northerner kills his driving examiner, he and his best friend embark on a misguided trip to Wales to hide the body. Nothing goes to plan...",1.764,2024-03-21,The Bloke in the Boot,False,10.0,1,"['Comedy', 'Crime', 'Adventure']"
False,1251564,en,"A team of scientists search for the lost island of Testerep in front of the Belgian coast, venturing into artificial landscapes and virtual realities.",1.764,2024-03-21,Testerep,False,0.0,0,['Documentary']
False,1388920,mr,A man with a troubled history must shield a young girl from relentless enemies determined to end her life.,1.763,2024-11-22,Raanti,False,0.0,0,"['Action', 'Drama']"
False,1311672,en,"Charley Stevens moves to the town where her recently deceased mother grew up; after arriving, he is plagued with strange nightmares that tease a horrific event, hinting at why her mother left town.",1.763,2024-05-01,Karma: Death at Latigo Springs,False,0.0,0,"['Mystery', 'Thriller', 'Romance']"
False,1265202,en,"As we start a new era with Counter-Strike 2, we remember the golden years of CS:GO and it's heroes.  The past 10 years have taken us from bedrooms to sold out arenas. But how did this all come to be?  A journey that began all the way back in 2012 with the release of Counter-Strike: Global Offensive.",1.763,2024-03-26,Memories of CS:GO - The Early Years,False,10.0,1,['Documentary']
False,1232354,pt,,1.763,2024-01-18,Povo da Floresta,False,8.0,2,['Documentary']
False,976226,en,"Cora senses her open relationship is on the rocks. When the struggling musician and messy millennial goes home to Portland to win her girlfriend back, she realizes it’s much more than her love life that needs salvaging.",1.763,2024-06-14,Cora Bora,False,4.0,2,"['Comedy', 'Drama']"
False,1284688,en,"Undisputed WWE Champion Cody Rhodes, AJ Styles and more WWE Superstars join WWE Chief Content Officer Paul ""Triple H"" Levesque to kick off the first-ever WWE Premium Live Event in France live from Lyon-Décines.",1.762,2024-05-03,WWE Backlash France Kickoff 2024,False,0.0,0,[]
False,1375193,te,"Manasa and Chaitanya are engaged to be married, but when Chaitanya quits his job, will the wedding go through?",1.761,2024-10-25,Laggam,False,5.0,1,['Drama']
False,1285714,en,THESE IMAGES ARE FRAGMENTS THAT FLASHED IN DIRECTOR’S MEMORY. AS WE KEEP ON FREQUENTING & JUMPING AND SWIMMING IN THESE POOLS. COINCIDENCES PUT TOGETHER ON THIS PIECE SO THEY CAN RESONATE LOUDER ON THEIR MEMORY.,1.761,2024-03-25,Pools,False,0.0,0,[]
False,1256380,en,A hooded monk appears and massacres an army unit. In a secret facility researchers unlock time and pull a dinosaur into the present. The cult leader merges with the beast to create a fiery hot killing machine. A local priest's faith is tested in trying to defeat it.,1.761,2024-05-17,Jurassic Exorcist,False,1.0,1,"['Science Fiction', 'Action', 'Horror']"
False,1220105,zh,"In an arctic village in the north of China, an elderly woman awaits the return of her deceased father – the rhythmic tapping of her fingers echoes the hooves of his horse when he rode off to war. Inspired by Buddhist philosophy, Wang Hanxuan's directorial debut finds unshakable confidence in the loving bond between father and daughter.",1.761,2024-01-25,East Coker,False,0.0,0,['Drama']
False,1219428,fr,"Does Europe also have its own animistic heritage, like Pachamama in South America and Shinto in Japan? If so, which one? In the Misty Lands, i.e. Estonia, Latvia and Lithuania, a sacred fire is lit on the winter solstice to celebrate the return of the sun and ancient beliefs that have been forgotten in the rest of Europe for thousands of years. Sophie Planque and Jérémy Vaugeois decided to take a journey on bicycles to experience the Baltic winter and meet the people who keep their ancestral culture alive. A unique heritage that reinforces a deep relationship with nature.",1.761,2024-03-08,In the Lands of Mist,False,8.0,1,['Documentary']
False,1385377,en,"Extensive Behind-The-Scenes Documentary Featuring New And Archival Interviews With Co-Writer/Producer Ivan Raimi, Actors Alison Lohman, Dileep Rao And Lorna Raver, Director Of Photography Peter Deming, Production Designer Steve Saklad, Artist Christian Cordella, Make-Up Effects Designer Greg Nicotero, Editor Bob Murawski, Composer Christopher Young, And More!",1.76,2024-10-29,Pardon My Curse: The Making of Drag Me to Hell,False,0.0,0,['Documentary']
False,1365195,cn,,1.76,2024-10-27,Colour Ideology Sampling.mov,False,0.0,0,['Documentary']
False,1261906,fr,,1.76,2024-03-30,Lune de Sang,False,0.0,0,"['Horror', 'Fantasy', 'Science Fiction']"
False,1393182,en,"In the dimly lit confines of a small, bustling Italian-American restaurant, the complex drama of loyalty, morality, and power plays out in one fateful evening. Michael Corleone, a reserved and reluctant heir to his family's crime empire, steps into the world of violence and vengeance in a defining moment of transformation.",1.759,2024-11-23,The restaurant father,False,0.0,0,"['Drama', 'Crime']"
False,1252491,en,"This is the true story of the behind the rooms that nobody sees, the true face of the members of Escuela de Nada. About everything done for making a tour of a podcast that begun in a recording room that started to sold out theatres and bars around countries they never sought to be in, all thanks to their community. This is Semper Bichos: The documentary.",1.759,2024-02-29,EDN | Semper Bichos: Tour Documentary,False,0.0,0,"['Documentary', 'Comedy']"
False,1317888,ko,,1.758,2024-08-15,"1923, Kanto Genocide",False,5.5,2,"['Documentary', 'History']"
False,1249906,fr,"César is 12 when his older sister Lou is the victim of sexual assault. In the changing rooms of his fencing club, the only standard that matters is violence. César wishes he could measure up but may not be armed for the fights to come.",1.758,2024-06-16,Changing Rooms,False,6.1,4,"['Drama', 'Family']"
False,1278320,de,The documentary tells of women who asserted their ambitions during the GDR era,1.757,2024-08-29,"Die Unbeugsamen 2 - Guten Morgen, ihr Schönen!",False,8.2,4,['Documentary']
False,1263887,ja,A short animation commemorating the 25th anniversary of the Ojamajo Doremi anime which made its debut at AnimeJapan 2024.,1.757,2024-03-23,Ojamajo Doremi 1620's,False,0.0,0,['Animation']
False,1316095,en,Two high schoolers decide to make some quick cash by getting in on the new epidemic sweeping the nation: selling vapes to minors.,1.756,2024-08-02,Turn & Cough,False,0.0,0,['Comedy']
False,1206231,en,"Set in 1980s Melbourne, a disgraced jazz pianist attempts to get back into his former band by sabotaging his replacement.",1.756,2024-12-01,Great Artists Steal,False,0.0,0,"['Crime', 'Music']"
False,1189625,en,"It’s Initiation Night at Chi Theta Fraternity and six Pledges face off on their quest toward Brotherhood. Adapted from a play, Frat Pie is a bold, tragicomic exploration of toxic masculinity and the silent presence of homophobia within male-dominated spaces.",1.756,2024-08-24,Frat Pie: A Parable,False,0.0,0,"['Comedy', 'Fantasy']"
False,1107174,en,"In a dystopian world of toxic rains, Eli and Becca scramble to prepare for impending Spring showers. When their sole power source fails, their efforts derail. As they scavenge for parts, they become the target of raiders.",1.756,2024-12-31,Let Fall the Rain,False,0.0,0,"['Action', 'Drama', 'Science Fiction']"
False,1298816,en,"Unprecedented wealth, creator control, stalker threats, and a strange Miami murder: this is the story of how OnlyFans changed the internet forever.",1.755,2024-06-05,Viewer Discretion Advised: The Story of OnlyFans and Courtney Clenney,False,0.0,0,"['Documentary', 'Crime']"
False,1250090,en,Mission Drift follows a nonprofit art gallery worker who tries to stay afloat when a horny sadomasochistic philanthropist infiltrates the organization.,1.755,2024-03-27,Mission Drift,False,0.0,0,[]
False,1071676,th,"After a life-changing accident, Jia, a man who has never worked a day in his life, must learn to run his parents’ restaurant. With the help of Liang, a Chinese exchange student who wants to prove to his family that he can take care of himself, he embarks on a journey of entrepreneurial proportions, especially when the restaurant is unexpectedly taken over by a famous chef.",1.755,2024-12-12,Start It Up,False,0.0,0,"['Drama', 'Comedy']"
False,1416578,fr,,1.754,2024-12-18,Le monde magique de Jérôme Commandeur,False,2.0,1,['Comedy']
False,1387343,fr,"Semi-documentary concert film on Stromae's latest tour, abruptly interrupted for health issues.",1.754,2024-12-06,Multitude,False,7.5,6,"['Documentary', 'Music']"
False,1387202,en,Virginia McCullough murdered her parents and lived with their bodies for four years.,1.754,2024-11-12,Killed by Our Daughter: The McCullough Murders,False,6.0,1,['Documentary']
False,1208041,id,"Mirah, a woman shunned by her village after the mysterious deaths of men connected to her, seeks refuge in a Padang restaurant owned by Bana, who falls in love with her. As more men die, Mirah discovers she’s cursed by her stepsister Puti with the deadly “Bahu Laweyan” curse, which kills any man who becomes intimately involved with her. Fueled by revenge, Mirah plans to destroy Puti’s happiness by targeting her husband. Despite the deadly curse, Mirah and Bana craft their own tragic love story, choosing to be together no matter the consequences.",1.754,2024-12-06,The Queen of Witchcraft,False,5.0,2,"['Horror', 'Drama', 'Romance']"
False,1197234,en,Young lovers Lucas and Belah navigate their vacillating lives while coping with their addictions and a tumultuous new love that takes them higher than any drug can.,1.754,2024-06-08,Save Me,False,0.0,0,"['Romance', 'Thriller']"
False,997892,en,"Three young sisters live in a house waiting to be adopted, and more importantly, not to be separated. With nothing left to lose, they decide to take a day off and escape to the beach.",1.754,2024-12-19,The Island of Lost Girls,False,1.0,1,"['Family', 'Adventure', 'Thriller']"
False,1353665,en,Documents the history and politics of a Portland institution: The city's strip clubs.,1.753,2024-09-12,"Cheers! Portland, The Strip Club Capital of America",False,0.0,0,['Documentary']
False,1241456,pt,"Based on the short story by Stephen King, follow the morning delivery routine of the neighborhood's favorite milkman.",1.753,2024-07-25,The Milkman,False,0.0,0,"['Thriller', 'Fantasy', 'Horror']"
False,1268791,tr,,1.752,2024-04-03,Biz Ayrılamayız,False,0.0,0,"['Romance', 'Comedy', 'TV Movie']"
False,1409016,en,A psychedelic midwestern odyssey: an unemployed young man returns to his hometown after two years to find his missing friend.,1.751,2024-12-30,MIDNIGHT EXPRESS,False,0.0,0,"['Mystery', 'Thriller', 'Adventure', 'Romance']"
False,1361315,pt,"Women writers intertwine their work in the form of an anthology in this feature film. The scripts are adapted from tales written by Brazilian women at the end of the 20th Century to create four shorts filmed by directors of groups under-represented in the cinematographic industry of Brazil of 2024. Themes such as death, healing, the body, marriage and desire are tantamount in stories in which women revisit their past in search of liberty.",1.751,2024-10-03,Unbowed,False,7.0,1,['Drama']
False,1226471,ru,"The documentary film “To the Arctic,” filmed by director and ethnographer Leonid Kruglov, is dedicated to the discoveries and research of the largest icy desert in the world. For the first time, the film captures all the most remote and inaccessible Arctic archipelagos of the Russian high-latitude Arctic, which are scattered over an area of more than 10,000 km. Among them are Franz Josef Land, Novaya Zemlya, Severnaya Zemlya, Ushakov Island and the New Siberian Islands archipelago, Wrangel Island and the De Long archipelago, as well as many other hidden corners of the North.",1.75,2024-02-29,To the Arctic,False,0.0,0,['Documentary']
False,1360269,en,"Popular high schooler Berni's social media influencer life unravels as her best friend betrays her, she struggles for more followers to support her single mom, and her boyfriend dumps her for ignoring him due to social media obsession.",1.749,2024-09-28,He Slid Into Her DMs,False,10.0,1,"['TV Movie', 'Thriller']"
False,1305281,en,"Wet Dreams, a middle aged male stripper group, take one last gig at a rural working mens club only to discover they are to become sacrifices in a plot to raise a murderous 16th century witch from the dead.",1.749,2024-08-24,Members Club,False,5.2,5,"['Horror', 'Comedy']"
False,1280701,es,"In the almost deserted town of La Raya, a mysterious refrigerator appears out of nowhere. Sotera Santos and her friend Eric see an opportunity to make a fortune by selling it. However, the fridge soon starts unveiling strange and enigmatic phenomena to those who approach it. As Sotera grapples with these unsettling occurrences, she must also face the painful reality that her mother might not return to take her to the United States, and that perhaps her departure from La Raya is not yet meant to be.",1.749,2024-10-20,Town Of La Raya,False,0.0,0,"['Drama', 'Mystery']"
False,1251123,fr,,1.749,2024-02-28,La Vie rêvée des autres,False,6.5,6,"['Drama', 'Crime']"
False,1245621,ml,"After a woman falls for a younger man, the couple find themselves facing discrimination due to their age gap.",1.749,2024-08-23,Paalum Pazhavum,False,7.0,1,"['Comedy', 'Romance']"
False,1245423,en,It's the legend vs. the prodigy as Rafael Nadal takes on Carlos Alcaraz in an exhibition match at Las Vegas' Michelob ULTRA Arena.,1.749,2024-03-03,The Netflix Slam,False,6.6,7,[]
False,1154060,fr,"Emma and Antoine, who have been together for eight years, visit Antoine's parents for the weekend. But Antoine suddenly breaks down and confesses to Emma that he wants to break up.",1.749,2024-11-13,Let’s Fail in Love,False,0.0,0,['Drama']
False,1280016,fr,,1.748,2024-02-23,2029,False,5.0,1,"['Thriller', 'Action', 'Adventure', 'Science Fiction']"
False,1315575,en,"In medical science, there’s been no longer harder fight than against malaria. This is the inside story of a historic new vaccine - from the Oxford lab behind the COVID jab.",1.747,2024-07-22,The Battle to Beat Malaria,False,0.0,0,['Documentary']
False,1244890,en,It follows a dedicated family man who becomes obsessed with saving the lives of the car accident victims on the sharp corner in front of his house — an obsession that could cost him everything.,1.747,2024-09-06,Sharp Corner,False,0.0,0,"['Thriller', 'Comedy']"
False,955179,en,"Junction addresses the modern day opioid crisis in America, and asks how did this happen, from three different points of view. The CEO of a pharmaceutical company, a doctor, and a patient.",1.747,2024-01-26,Junction,False,6.0,1,['Thriller']
False,802312,it,"Shakespeare’s Othello is revisited exactly as it was written, brought into the present through the power of dialect alone. Iago, Othello, and Desdemona are regrettably still among us, in contemporary events told through a great classic. Set in the early 2000s, it is a timeless story where good and evil intertwine in a maelstrom of deceit, betrayal and mad jealousy.",1.747,2024-11-14,I Am Not What I Am - The Tragedy of Othello by W. Shakespeare,False,8.5,1,['Drama']
False,1364389,en,"In this modern-day imagining of “Little Red Riding Hood”, Ava runs away from a tough home environment and heads to grandmother’s house, along the way she meets a new friend who seems to be exactly what she needs.",1.746,2024-10-16,How to Disappear,False,0.0,0,[]
False,1360192,en,"Alicia's ex-husband, Victor is released from prison. Determined to protect herself and their son Malcolm, Alicia resists Victor's demands to reconcile and reunite as a family. But in a twisted turn of events, Victor traps Alicia underground and buries her alive. Alicia pushes down the panic and fear of suffocating and manages to claw her way of out of her grave. Now freed, she searches desperately for her son.",1.746,2024-09-21,Buried Alive and Survived,False,6.5,5,['Drama']
False,1320728,en,"In the emptiness of her vacant house, a young woman encounters unsettling occurrences, leaving her bewildered and questioning their origin. What has transpired in her surroundings, and what mysteries lie concealed within her solitude?",1.746,2024-08-16,Wishes of the Blue Girl,False,3.429,7,"['Drama', 'Horror', 'Mystery']"
False,1308310,en,"Three detectives follow the trail of a copycat serial killer to an abandoned insane asylum, and find they've been lured there by something evil.",1.746,2024-11-05,Wicked Season,False,0.0,0,"['Horror', 'Mystery', 'Crime']"
False,1305787,en,A mockumentary about an absolute moron attempting to make an independent film.,1.746,2024-09-21,Micro Budget,False,8.0,1,['Comedy']
False,1234669,he,"After being tried for his crimes and released on parole, the young Captain Ran Nesher receives a new mission: to command a squadron of Mirage aircraft that not long ago lost its revered commander in battle. The squadron's deputy commander, Captain Eitan Rom is threatened by the appearance of his new commander, who seems to him to be irresponsible and inexperienced to the point of endangering the pilots. The power struggle between them causes tensions and dysfunction of the squadron. When the two crash land together in enemy territory, they are forced to learn to work with each other to survive. Upon their return to the squadron and the outbreak of the Six Day War, the two face a decisive battle and realize that only through cooperation will they be able to lead the squadron to victory. Love also has a place. Eitan, who is in love with Galia, the operations officer, learns precisely from his rival Ran how to overcome his fears and succeed.",1.746,2024-02-07,Air War,False,5.0,2,"['Drama', 'War']"
False,1192338,en,A fame obsessed young woman entertains her melancholic wiles.,1.746,2024-06-09,"Nepotism, Baby!",False,0.0,0,['Comedy']
False,1243997,en,"Sadie, a young Native American VanLifer and her husband Ed find their trip derailed when they spend the night in a campground overseen by a maniacal woman who brutally punishes campers that don't follow her rules.",1.745,2024-03-16,The Camp Host,False,3.625,4,"['Thriller', 'Horror']"
False,1385801,it,"When a polyamorous trio seems to be living its peaceful everyday life, the arrival of a girl is ready to upset their balance and change their destinies forever.",1.744,2024-11-23,Trio,False,0.0,0,"['Drama', 'Romance']"
False,1242921,en,"In the aftermath of the attack and murder of 16-year-old Brianna Ghey, ITV News investigates key court evidence and an interview with Ghey's mother at the time of the killing.",1.744,2024-02-06,The Murder of Brianna Ghey: An ITV News Special,False,0.0,0,['Documentary']
False,1406524,en,"Ferguson returns to the spotlight and despite life's setbacks - his recent bout with an unknown calcified infection that plagued his eyeball, a nasty UTI, long covid, his fear of millennials, and having to tiptoe his comedy around foreign accents and his wife - Craig Ferguson is still so happy.",1.743,2024-03-14,Craig Ferguson: I'm So Happy,False,0.0,0,['Comedy']
False,1364394,en,"The Half Price Books on Broadway in San Antonio was a neighborhood gem, buying and selling books for years in the same location. This year, the store closed down for good and had it's last day of buying books from customers. Through the experiences of three long-time employees, we get a chance to take one last look at the iconic establishment.",1.743,2024-10-23,The Last Book Buy,False,0.0,0,[]
False,1362746,en,A famous self-help guru returns from a book tour to a house suddenly filled with an estranged friend. The two friends then spiral into a drug-induced contemplation of the human condition.,1.743,2024-10-26,The Light Before the Sun,False,0.0,0,['Drama']
False,1254754,es,"David is a dopey hopeless romantic with a hippy mother and a best friend who also works for him. After fifteen years of living together, on an impulse, he decides to ask his partner to marry him in Las Vegas. His anticipation for the dream wedding and trip is crushed when his partner answers ‘No’. David decides to power through with his plans and now he has ten days to find the knight in shining armor that will marry him in Las Vegas.",1.743,2024-11-07,Who Wants to Marry an Astronaut?,False,0.0,0,"['Comedy', 'Romance']"
False,1266678,en,A young rebel who hates the Defense Forces because he lost his father to the war.,1.742,2024-01-26,RAM: Rapid Action Mission,False,0.0,0,['Drama']
False,1264350,de,"More is not always more. Or is it? The metal splinter in Fenix's shoulder hurts more with every setback. Fenix survived an armed attack on the queer local café and has been struggling to catch his breath ever since. Between fighting spirit and fear, Fenix radically demands clarification. But the response to Fenix's uncompromising attitude is hatred and further threats, until even Fenix's own community stands in his way.",1.742,2024-11-14,Splitter,False,0.0,0,['Drama']
False,1113224,en,"A beautiful twenty-something subsequently strikes up an essential conversation with Jack, a happily married, middle-aged and very successful businessman who is seated at another table, having just finished up a business dinner. The pair thereafter stumble into an intense one-night stand that turns into something more complicated and destructive than either of them could have expected.",1.742,2024-05-17,Wrong Numbers,False,4.8,6,['Drama']
False,1353211,en,"From the 1990s, the Live-In Caregiver Program attracted thousands of Filipino women to Canada as migrant workers, enabling them to send money back home and gain permanent residency. In Inay (Tagalog for “Mama”), director Thea Loo and cinematographer Jeremiah Reyes (a husband and wife duo) turn the camera on themselves to explore the cultural and psychological impact on the children who were abandoned by their mothers out of economic necessity. With remarkable frankness, Jeremiah and their friend Shirley testify to similar narratives of secrets, anger, a lack of belonging, and the depression that results from intergenerational trauma, revealing that childhood wounds linger even into adulthood.",1.741,2024-10-02,Inay,False,0.0,0,['Documentary']
False,1125851,pt,"Based on historical facts, the film portrays the largest slave rebellion in Brazilian history, the Malê Revolt. The uprising mobilized the black population in the streets of Salvador against slavery in 1835. After the failure of the revolt, the protesters were harshly punished and repression against black people in Brazil increased.",1.741,2024-11-14,Malês,False,0.0,0,"['History', 'Drama']"
False,1097175,pt,"In the concrete jungles of lawless futuristic Brazil, enemies spout slam poetry in duels as their movements remind us of parkour. The adrenaline rush breaks into three timelines: the past introduces teenager Riobaldo and handsome Diadorim, the present depicts a bloody clash and reveals sexual identities, and the future exposes Riobaldo’s deal with the devil.",1.74,2024-06-06,Great Sertão,False,7.1,6,"['Drama', 'Crime']"
False,1281684,ja,"A man is released from prison after 10 years of incarceration. He wants to regain control of his life, but his former boss, a demon named ""Master"", doesn't see it that way...",1.739,2024-06-02,The Dog and Catfish,False,0.0,0,"['Horror', 'Fantasy']"
False,1254597,th,"A group of young politicians campaigning against an authoritarian constitution speak up, spark hope and ignite a once-in-a-generation movement in this energetic exploration of the recent elections in Thailand.",1.739,2024-06-06,Breaking the Cycle,False,7.0,4,['Documentary']
False,1242433,kn,"Based on a real story, Partha, an easy-going cafe owner, falls in love with an artist named Juni, only to discover that she has a multiple personality disorder. Will love stand the test of societal stigma?",1.739,2024-02-09,Juni,False,0.0,0,"['Romance', 'Drama']"
False,1214593,en,Past and present collide when an Iranian American trans man time-travels through an LGBTQ+ archive on a dizzying and erotic quest to unravel his own sexual desires.,1.739,2024-01-22,Desire Lines,False,0.0,0,"['Documentary', 'Drama']"
False,1392443,en,"A new version of the How We Feel app has been launched. Society and government are collapsing, and the world is on the brink of destruction...",1.738,2024-12-15,How We Feel 3: The Importance of Being Earnest,False,10.0,1,"['Drama', 'Science Fiction']"
False,1325869,en,"A family vacation to a working ranch introduces Professor Rebecca to Jake West. Rebecca is a widow chasing tenure, and Jake is a handsome cowboy who never settled down.",1.737,2024-09-28,The Real West,False,7.4,8,"['TV Movie', 'Romance']"
False,1323820,zh,"The vacationing policeman stays at the ""Five Incense"" homestay, where there are also detective novelists, vagabonds, and a pianist played by Cao Enqi. With the death of the homestay owner and the waitress, the identities of all the people in the homestay are suddenly unclear. All are suspects, and all are detectives. The ""Five Incense Homestay"" is filled with mystery overnight.What unknown secrets are hidden behind everyone?Are their identities really as simple as they seem?Will everyone try their best to clear their own suspicion while becoming the cannon fodder of others?",1.737,2024-09-15,All Suspects,False,4.0,2,"['Mystery', 'Crime']"
False,1287987,en,"It’s Jack and Gill’s 40th birthdays, so the long time sweethearts invite their college friends for a night away to celebrate. When couples arrive at the rented mcmansion, Jack and Gill surprise them with an unplugged party, confiscating their phones for the evening. To appease their friends’ unease, Jack and Gill also announce their five-course meal, will be a cannibas infused journey. Lots and lots of cannabis. That did the trick. The dinner’s in full swing, until someone sneaks a peek at their phone and discovers a nuclear bomb is headed right for Los Angeles. Holy f#$k. The pot kicks in right as they realize they may only have 30 minutes to live. Will they survive in the makeshift basement bomb shelter, or will they get nuked?",1.737,2024-06-13,Nuked,False,0.0,0,['Comedy']
False,1268411,en,"After her daughter has passed away, a mother senses an ethereal poltergeist-like energy around her and wants to know if her child has come home.",1.737,2024-03-12,Blue,False,0.0,0,['Drama']
False,1264723,en,A has-been actress spends her days performing with her masochistic nurse. Things take a dark turn when their fun pastimes take method acting to the next level.,1.737,2024-03-25,Box Office Poison,False,10.0,1,"['Drama', 'Thriller', 'Horror']"
False,1401969,en,"HOLE_AID presents Up the Catalogue, an ambitiously small film set in a fictional shopping channel by the name of 4QTV. Tasked with flogging a seemingly endless cycle of questionable products, star presenter, Hailey Cartin, is starting to fear she might be trapped in live television.  When a rival product demonstrator eventually forces Hailey to confront her own quest-defying reality, will she ever be able to climb out of the hole she’s now in? Maybe. But maybe not. (And certainly not without the generous help of the film’s sponsors, HOLE_AID.)  A story for the ages, Up the Catalogue boldly takes the shopping channel film genre away from cult classic territory and straight into the mainstream.",1.736,2024-12-13,Up the Catalogue,False,0.0,0,['Science Fiction']
False,1392963,en,"A young huntress with a hidden secret learns to accept her true self, while helping to defend her new animal companion. If they are not careful, the hunter will be the hunted.",1.736,2024-11-22,Secret of The Hunter,False,0.0,0,"['Animation', 'Fantasy', 'Adventure', 'Action']"
False,1319450,fr,"The extraordinary life and career of the Russian chess grandmaster Garry Kasparov, a brilliant and charismatic, but also rebellious, favorite son of the Soviet Union.",1.736,2024-08-18,Kasparov: Chess Rebel,False,8.0,5,"['Documentary', 'History', 'TV Movie']"
False,1318077,de,"Four years after the end of the German Democratic Republic, Katarina Witt, two-time Olympic champion, is planning her comeback to prove to herself and to a united Germany that she still has what it takes. To do this, she has to team up with her former coach Jutta Müller and complete the toughest training of her life.",1.736,2024-07-01,Kati: A Freestyle That Stays,False,7.0,2,"['Drama', 'TV Movie']"
False,1291389,en,"In an attempt to reignite their relationship, a couple goes on a vacation to a waterpark where they argue incessantly about even the most menial things. The relationship faces an even tougher challenge upon the introduction of a young woman on vacation alone.",1.736,2024-06-08,Waterpark in the Winter,False,0.0,0,"['Drama', 'Comedy']"
False,1221951,en,"A singular new voice, poised to take the comedy world by storm, Straight for Pay, blends Connors' unique brand of high-energy, self-effacing comedy with a well-crafted charismatic, on-stage persona. Connors delivers an exuberant hour of full-body laughs, and plenty of thought-provoking material, in her breakout debut comedy special.",1.736,2024-03-12,Cara Connors: Straight for Pay,False,0.0,0,['Comedy']
False,1386531,en,"Years after a Christmas stranger gifted her a lucky sleigh bell, lawyer Andi shares her story on a holiday radio show. With host Jake and festive callers, she embarks on a joyful search for her lost holiday love.",1.735,2024-11-01,Jingle All the Way to Love,False,5.0,2,['Romance']
False,1373553,it,"In a working-class neighborhood in Rome, a barber bothers his customers and neighbors with conspiracy theories he reads online. At home and in his small community nobody takes him seriously, especially when he convinces himself that streetlights send secret signals via Morse code. Yet, when the police arrive at his door and arrest him in front of his family, his credibility takes an unexpected twist.",1.735,2024-10-20,Il Complottista,False,5.5,1,"['Comedy', 'Drama']"
False,1309060,es,A couple of robbers flee from the police after robbing a bank. Their car breaks down and they are picked up on the road by three touring musicians in their van. They stop in a forest for the night and decide that each musician has to tell a horror story by campfire light. The one who tells the bloodiest story will stay alive.,1.735,2024-07-03,Bloody Tales in Bonfire Light,False,0.0,0,"['Animation', 'Horror', 'Comedy', 'Crime']"
False,1308022,en,"After a chance encounter on the DC metro, Ryan and Julisa spend the next twenty-four hours discussing their hopes, dreams, and fears. Slowly but surely, they reveal more and more about themselves, and fall in love.",1.735,2024-06-27,"Step Back, Doors Closing",False,0.0,0,"['Comedy', 'Drama', 'Romance']"
False,1258045,en,"Maya and Santiago haven’t seen each other since their explosive relationship ended years ago, so neither is expecting to be sitting across from each other at a professional dinner with their new partners. Maya teeters through this minefield of delicate power dynamics as she relives some of her most painful and electric memories. Fighting dissociation and embodied trauma, she must stay focused on the dinner's high stakes for her partner, Jio, as both couples contend with their realities. The past and present collide, and Maya faces Santiago at last.",1.735,2024-05-04,all the words but the one,False,0.0,0,['Drama']
False,1251475,en,"Mr. Hexenmeister has escaped from prison, and once again threatens Wickensburg. It's a race against time to find an ancient orb, capable of destroying the entire town, before it falls into the wrong hands.",1.735,2024-11-21,Return to Wickensburg,False,0.0,0,"['Adventure', 'Family']"
False,1389458,en,"Written and directed by celebrated playwright Conor McPherson and featuring Tony Award-winning orchestrations by Simon Hale, Girl From The North Country reimagines 20 legendary songs of Bob Dylan as they've never been heard before, including: 'Forever Young', 'All Along The Watchtower', 'Hurricane', and 'Like A Rolling Stone'. It's 1934 in Duluth, Minnesota. We meet a group of wayward travellers whose lives intersect in a guesthouse filled with music, life and hope. Experience this ""profoundly beautiful"" Broadway production (The New York Times) brought to vivid life by an extraordinary company of actors and musicians.",1.734,2024-11-21,Girl From the North Country,False,6.0,1,[]
False,1388592,nb,"Born into a family of farmers in the mid-19th century, Karoline Augusta Antonsen moves to a nearby industrial city in her late teens, driven by the dream of building a large family and owning a big house. This short film follows her journey of hope, and her struggle to survive in a tough economy. Will she achieve her lifelong ambition or will her story end in tragedy?",1.733,2024-11-10,Karoline Augusta Antonsen,False,10.0,3,"['History', 'Comedy', 'Animation']"
